,labels,x,y
1749,GERMINAL CENTRE,27287,24308
1750,GERMINAL CENTRE,27287,24320
1751,GERMINAL CENTRE,27287,24332
1752,GERMINAL CENTRE,27299,24344
1753,GERMINAL CENTRE,27310,24355
1754,GERMINAL CENTRE,27310,24367
1755,GERMINAL CENTRE,27310,24379
1756,GERMINAL CENTRE,27322,24379
1757,GERMINAL CENTRE,27322,24390
1758,GERMINAL CENTRE,27322,24414
1759,GERMINAL CENTRE,27345,24426
1760,GERMINAL CENTRE,27345,24437
1761,GERMINAL CENTRE,27345,24449
1762,GERMINAL CENTRE,27345,24461
1763,GERMINAL CENTRE,27345,24484
1764,GERMINAL CENTRE,27345,24496
1765,GERMINAL CENTRE,27345,24508
1766,GERMINAL CENTRE,27345,24519
1767,GERMINAL CENTRE,27345,24531
1768,GERMINAL CENTRE,27345,24543
1769,GERMINAL CENTRE,27345,24566
1770,GERMINAL CENTRE,27345,24578
1771,GERMINAL CENTRE,27345,24590
1772,GERMINAL CENTRE,27345,24601
1773,GERMINAL CENTRE,27345,24613
1774,GERMINAL CENTRE,27345,24625
1775,GERMINAL CENTRE,27345,24637
1776,GERMINAL CENTRE,27345,24660
1777,GERMINAL CENTRE,27345,24672
1778,GERMINAL CENTRE,27345,24695
1779,GERMINAL CENTRE,27345,24707
1780,GERMINAL CENTRE,27345,24719
1781,GERMINAL CENTRE,27345,24730
1782,GERMINAL CENTRE,27345,24754
1783,GERMINAL CENTRE,27345,24766
1784,GERMINAL CENTRE,27334,24777
1785,GERMINAL CENTRE,27334,24801
1786,GERMINAL CENTRE,27334,24824
1787,GERMINAL CENTRE,27322,24836
1788,GERMINAL CENTRE,27310,24848
1789,GERMINAL CENTRE,27299,24871
1790,GERMINAL CENTRE,27299,24883
1791,GERMINAL CENTRE,27275,24906
1792,GERMINAL CENTRE,27263,24918
1793,GERMINAL CENTRE,27252,24930
1794,GERMINAL CENTRE,27240,24953
1795,GERMINAL CENTRE,27228,24953
1796,GERMINAL CENTRE,27217,24965
1797,GERMINAL CENTRE,27193,24977
1798,GERMINAL CENTRE,27170,24988
1799,GERMINAL CENTRE,27146,25000
1800,GERMINAL CENTRE,27123,25024
1801,GERMINAL CENTRE,27111,25035
1802,GERMINAL CENTRE,27099,25047
1803,GERMINAL CENTRE,27088,25059
1804,GERMINAL CENTRE,27076,25071
1805,GERMINAL CENTRE,27052,25071
1806,GERMINAL CENTRE,27029,25094
1807,GERMINAL CENTRE,27017,25094
1808,GERMINAL CENTRE,27017,25106
1809,GERMINAL CENTRE,26994,25106
1810,GERMINAL CENTRE,26970,25129
1811,GERMINAL CENTRE,26947,25129
1812,GERMINAL CENTRE,26923,25141
1813,GERMINAL CENTRE,26912,25141
1814,GERMINAL CENTRE,26888,25153
1815,GERMINAL CENTRE,26865,25164
1816,GERMINAL CENTRE,26853,25164
1817,GERMINAL CENTRE,26830,25176
1818,GERMINAL CENTRE,26818,25176
1819,GERMINAL CENTRE,26794,25176
1820,GERMINAL CENTRE,26771,25176
1821,GERMINAL CENTRE,26736,25200
1822,GERMINAL CENTRE,26724,25200
1823,GERMINAL CENTRE,26712,25200
1824,GERMINAL CENTRE,26701,25200
1825,GERMINAL CENTRE,26677,25200
1826,GERMINAL CENTRE,26654,25211
1827,GERMINAL CENTRE,26630,25211
1828,GERMINAL CENTRE,26607,25223
1829,GERMINAL CENTRE,26583,25223
1830,GERMINAL CENTRE,26560,25223
1831,GERMINAL CENTRE,26536,25235
1832,GERMINAL CENTRE,26513,25246
1833,GERMINAL CENTRE,26501,25246
1834,GERMINAL CENTRE,26478,25246
1835,GERMINAL CENTRE,26466,25246
1836,GERMINAL CENTRE,26431,25246
1837,GERMINAL CENTRE,26396,25258
1838,GERMINAL CENTRE,26349,25282
1839,GERMINAL CENTRE,26325,25293
1840,GERMINAL CENTRE,26290,25293
1841,GERMINAL CENTRE,26278,25305
1842,GERMINAL CENTRE,26255,25317
1843,GERMINAL CENTRE,26243,25317
1844,GERMINAL CENTRE,26232,25317
1845,GERMINAL CENTRE,26220,25329
1846,GERMINAL CENTRE,26208,25340
1847,GERMINAL CENTRE,26185,25352
1848,GERMINAL CENTRE,26173,25364
1849,GERMINAL CENTRE,26161,25364
1850,GERMINAL CENTRE,26126,25387
1851,GERMINAL CENTRE,26126,25399
1852,GERMINAL CENTRE,26114,25411
1853,GERMINAL CENTRE,26091,25411
1854,GERMINAL CENTRE,26067,25434
1855,GERMINAL CENTRE,26056,25446
1856,GERMINAL CENTRE,26032,25446
1857,GERMINAL CENTRE,26009,25469
1858,GERMINAL CENTRE,25997,25481
1859,GERMINAL CENTRE,25985,25481
1860,GERMINAL CENTRE,25974,25504
1861,GERMINAL CENTRE,25950,25516
1862,GERMINAL CENTRE,25938,25516
1863,GERMINAL CENTRE,25927,25540
1864,GERMINAL CENTRE,25915,25551
1865,GERMINAL CENTRE,25903,25563
1866,GERMINAL CENTRE,25891,25575
1867,GERMINAL CENTRE,25868,25598
1868,GERMINAL CENTRE,25856,25610
1869,GERMINAL CENTRE,25845,25622
1870,GERMINAL CENTRE,25821,25657
1871,GERMINAL CENTRE,25798,25680
1872,GERMINAL CENTRE,25774,25715
1873,GERMINAL CENTRE,25751,25751
1874,GERMINAL CENTRE,25739,25762
1875,GERMINAL CENTRE,25739,25774
1876,GERMINAL CENTRE,25727,25786
1877,GERMINAL CENTRE,25716,25821
1878,GERMINAL CENTRE,25692,25856
1879,GERMINAL CENTRE,25680,25868
1880,GERMINAL CENTRE,25669,25880
1881,GERMINAL CENTRE,25657,25915
1882,GERMINAL CENTRE,25657,25927
1883,GERMINAL CENTRE,25633,25950
1884,GERMINAL CENTRE,25622,25973
1885,GERMINAL CENTRE,25610,25985
1886,GERMINAL CENTRE,25598,26009
1887,GERMINAL CENTRE,25598,26020
1888,GERMINAL CENTRE,25587,26032
1889,GERMINAL CENTRE,25575,26044
1890,GERMINAL CENTRE,25551,26056
1891,GERMINAL CENTRE,25528,26067
1892,GERMINAL CENTRE,25504,26079
1893,GERMINAL CENTRE,25481,26091
1894,GERMINAL CENTRE,25469,26102
1895,GERMINAL CENTRE,25446,26102
1896,GERMINAL CENTRE,25399,26126
1897,GERMINAL CENTRE,25376,26126
1898,GERMINAL CENTRE,25364,26126
1899,GERMINAL CENTRE,25340,26126
1900,GERMINAL CENTRE,25329,26126
1901,GERMINAL CENTRE,25305,26126
1902,GERMINAL CENTRE,25282,26126
1903,GERMINAL CENTRE,25258,26126
1904,GERMINAL CENTRE,25235,26126
1905,GERMINAL CENTRE,25223,26126
1906,GERMINAL CENTRE,25211,26126
1907,GERMINAL CENTRE,25188,26126
1908,GERMINAL CENTRE,25129,26126
1909,GERMINAL CENTRE,25094,26114
1910,GERMINAL CENTRE,25047,26102
1911,GERMINAL CENTRE,25012,26079
1912,GERMINAL CENTRE,25000,26067
1913,GERMINAL CENTRE,24989,26067
1914,GERMINAL CENTRE,24989,26056
1915,GERMINAL CENTRE,24977,26056
1916,GERMINAL CENTRE,24965,26020
1917,GERMINAL CENTRE,24953,25997
1918,GERMINAL CENTRE,24942,25985
1919,GERMINAL CENTRE,24930,25950
1920,GERMINAL CENTRE,24918,25927
1921,GERMINAL CENTRE,24906,25891
1922,GERMINAL CENTRE,24906,25880
1923,GERMINAL CENTRE,24906,25856
1924,GERMINAL CENTRE,24906,25833
1925,GERMINAL CENTRE,24895,25809
1926,GERMINAL CENTRE,24895,25774
1927,GERMINAL CENTRE,24883,25739
1928,GERMINAL CENTRE,24883,25727
1929,GERMINAL CENTRE,24883,25704
1930,GERMINAL CENTRE,24883,25692
1931,GERMINAL CENTRE,24871,25669
1932,GERMINAL CENTRE,24871,25645
1933,GERMINAL CENTRE,24871,25622
1934,GERMINAL CENTRE,24871,25586
1935,GERMINAL CENTRE,24871,25575
1936,GERMINAL CENTRE,24871,25540
1937,GERMINAL CENTRE,24871,25504
1938,GERMINAL CENTRE,24871,25493
1939,GERMINAL CENTRE,24871,25469
1940,GERMINAL CENTRE,24871,25434
1941,GERMINAL CENTRE,24871,25375
1942,GERMINAL CENTRE,24871,25352
1943,GERMINAL CENTRE,24871,25329
1944,GERMINAL CENTRE,24871,25293
1945,GERMINAL CENTRE,24871,25270
1946,GERMINAL CENTRE,24871,25258
1947,GERMINAL CENTRE,24871,25235
1948,GERMINAL CENTRE,24871,25188
1949,GERMINAL CENTRE,24871,25153
1950,GERMINAL CENTRE,24871,25106
1951,GERMINAL CENTRE,24871,25059
1952,GERMINAL CENTRE,24871,25012
1953,GERMINAL CENTRE,24871,24977
1954,GERMINAL CENTRE,24871,24942
1955,GERMINAL CENTRE,24871,24918
1956,GERMINAL CENTRE,24883,24895
1957,GERMINAL CENTRE,24906,24848
1958,GERMINAL CENTRE,24918,24824
1959,GERMINAL CENTRE,24930,24777
1960,GERMINAL CENTRE,24953,24754
1961,GERMINAL CENTRE,24965,24730
1962,GERMINAL CENTRE,24977,24695
1963,GERMINAL CENTRE,25000,24660
1964,GERMINAL CENTRE,25012,24660
1965,GERMINAL CENTRE,25035,24625
1966,GERMINAL CENTRE,25059,24601
1967,GERMINAL CENTRE,25082,24566
1968,GERMINAL CENTRE,25094,24543
1969,GERMINAL CENTRE,25118,24531
1970,GERMINAL CENTRE,25141,24531
1971,GERMINAL CENTRE,25164,24496
1972,GERMINAL CENTRE,25188,24473
1973,GERMINAL CENTRE,25223,24437
1974,GERMINAL CENTRE,25247,24426
1975,GERMINAL CENTRE,25270,24402
1976,GERMINAL CENTRE,25282,24390
1977,GERMINAL CENTRE,25317,24355
1978,GERMINAL CENTRE,25352,24344
1979,GERMINAL CENTRE,25399,24320
1980,GERMINAL CENTRE,25422,24308
1981,GERMINAL CENTRE,25469,24273
1982,GERMINAL CENTRE,25493,24261
1983,GERMINAL CENTRE,25551,24238
1984,GERMINAL CENTRE,25563,24238
1985,GERMINAL CENTRE,25633,24215
1986,GERMINAL CENTRE,25669,24191
1987,GERMINAL CENTRE,25704,24179
1988,GERMINAL CENTRE,25774,24156
1989,GERMINAL CENTRE,25798,24156
1990,GERMINAL CENTRE,25845,24121
1991,GERMINAL CENTRE,25856,24121
1992,GERMINAL CENTRE,25903,24109
1993,GERMINAL CENTRE,25915,24109
1994,GERMINAL CENTRE,25962,24109
1995,GERMINAL CENTRE,25997,24086
1996,GERMINAL CENTRE,26056,24074
1997,GERMINAL CENTRE,26103,24074
1998,GERMINAL CENTRE,26138,24074
1999,GERMINAL CENTRE,26208,24062
2000,GERMINAL CENTRE,26243,24062
2001,GERMINAL CENTRE,26255,24062
2002,GERMINAL CENTRE,26278,24050
2003,GERMINAL CENTRE,26325,24050
2004,GERMINAL CENTRE,26384,24050
2005,GERMINAL CENTRE,26431,24050
2006,GERMINAL CENTRE,26501,24050
2007,GERMINAL CENTRE,26536,24050
2008,GERMINAL CENTRE,26560,24050
2009,GERMINAL CENTRE,26595,24050
2010,GERMINAL CENTRE,26618,24074
2011,GERMINAL CENTRE,26665,24074
2012,GERMINAL CENTRE,26701,24086
2013,GERMINAL CENTRE,26736,24086
2014,GERMINAL CENTRE,26759,24086
2015,GERMINAL CENTRE,26783,24086
2016,GERMINAL CENTRE,26818,24097
2017,GERMINAL CENTRE,26841,24097
2018,GERMINAL CENTRE,26853,24097
2019,GERMINAL CENTRE,26888,24121
2020,GERMINAL CENTRE,26970,24132
2021,GERMINAL CENTRE,27005,24132
2022,GERMINAL CENTRE,27052,24144
2023,GERMINAL CENTRE,27041,24109
2024,GERMINAL CENTRE,23476,21940
2025,GERMINAL CENTRE,23452,21940
2026,GERMINAL CENTRE,23417,21940
2027,GERMINAL CENTRE,23359,21940
2028,GERMINAL CENTRE,23312,21940
2029,GERMINAL CENTRE,23265,21951
2030,GERMINAL CENTRE,23253,21951
2031,GERMINAL CENTRE,23230,21963
2032,GERMINAL CENTRE,23206,21975
2033,GERMINAL CENTRE,23171,21987
2034,GERMINAL CENTRE,23136,21987
2035,GERMINAL CENTRE,23124,21987
2036,GERMINAL CENTRE,23112,21987
2037,GERMINAL CENTRE,23112,21998
2038,GERMINAL CENTRE,23089,22010
2039,GERMINAL CENTRE,23065,22022
2040,GERMINAL CENTRE,23019,22033
2041,GERMINAL CENTRE,22995,22045
2042,GERMINAL CENTRE,22983,22057
2043,GERMINAL CENTRE,22960,22069
2044,GERMINAL CENTRE,22925,22092
2045,GERMINAL CENTRE,22901,22092
2046,GERMINAL CENTRE,22866,22104
2047,GERMINAL CENTRE,22831,22127
2048,GERMINAL CENTRE,22807,22139
2049,GERMINAL CENTRE,22796,22139
2050,GERMINAL CENTRE,22749,22162
2051,GERMINAL CENTRE,22749,22174
2052,GERMINAL CENTRE,22714,22186
2053,GERMINAL CENTRE,22690,22198
2054,GERMINAL CENTRE,22667,22209
2055,GERMINAL CENTRE,22643,22233
2056,GERMINAL CENTRE,22620,22256
2057,GERMINAL CENTRE,22585,22280
2058,GERMINAL CENTRE,22561,22291
2059,GERMINAL CENTRE,22538,22315
2060,GERMINAL CENTRE,22526,22315
2061,GERMINAL CENTRE,22526,22327
2062,GERMINAL CENTRE,22503,22338
2063,GERMINAL CENTRE,22479,22350
2064,GERMINAL CENTRE,22467,22374
2065,GERMINAL CENTRE,22421,22397
2066,GERMINAL CENTRE,22409,22409
2067,GERMINAL CENTRE,22385,22432
2068,GERMINAL CENTRE,22362,22444
2069,GERMINAL CENTRE,22350,22467
2070,GERMINAL CENTRE,22338,22479
2071,GERMINAL CENTRE,22315,22503
2072,GERMINAL CENTRE,22303,22514
2073,GERMINAL CENTRE,22268,22549
2074,GERMINAL CENTRE,22245,22573
2075,GERMINAL CENTRE,22221,22608
2076,GERMINAL CENTRE,22198,22632
2077,GERMINAL CENTRE,22174,22655
2078,GERMINAL CENTRE,22163,22667
2079,GERMINAL CENTRE,22151,22690
2080,GERMINAL CENTRE,22116,22725
2081,GERMINAL CENTRE,22080,22784
2082,GERMINAL CENTRE,22069,22796
2083,GERMINAL CENTRE,22057,22854
2084,GERMINAL CENTRE,22034,22866
2085,GERMINAL CENTRE,22022,22889
2086,GERMINAL CENTRE,21998,22925
2087,GERMINAL CENTRE,21987,22960
2088,GERMINAL CENTRE,21963,23007
2089,GERMINAL CENTRE,21951,23030
2090,GERMINAL CENTRE,21928,23077
2091,GERMINAL CENTRE,21916,23101
2092,GERMINAL CENTRE,21905,23112
2093,GERMINAL CENTRE,21893,23136
2094,GERMINAL CENTRE,21881,23159
2095,GERMINAL CENTRE,21881,23183
2096,GERMINAL CENTRE,21869,23194
2097,GERMINAL CENTRE,21869,23218
2098,GERMINAL CENTRE,21858,23230
2099,GERMINAL CENTRE,21846,23253
2100,GERMINAL CENTRE,21846,23288
2101,GERMINAL CENTRE,21834,23300
2102,GERMINAL CENTRE,21811,23347
2103,GERMINAL CENTRE,21799,23382
2104,GERMINAL CENTRE,21776,23394
2105,GERMINAL CENTRE,21776,23429
2106,GERMINAL CENTRE,21764,23452
2107,GERMINAL CENTRE,21764,23476
2108,GERMINAL CENTRE,21764,23488
2109,GERMINAL CENTRE,21764,23511
2110,GERMINAL CENTRE,21740,23546
2111,GERMINAL CENTRE,21740,23558
2112,GERMINAL CENTRE,21740,23581
2113,GERMINAL CENTRE,21740,23617
2114,GERMINAL CENTRE,21740,23652
2115,GERMINAL CENTRE,21740,23663
2116,GERMINAL CENTRE,21740,23687
2117,GERMINAL CENTRE,21740,23722
2118,GERMINAL CENTRE,21740,23734
2119,GERMINAL CENTRE,21740,23757
2120,GERMINAL CENTRE,21740,23769
2121,GERMINAL CENTRE,21740,23792
2122,GERMINAL CENTRE,21740,23816
2123,GERMINAL CENTRE,21752,23839
2124,GERMINAL CENTRE,21752,23851
2125,GERMINAL CENTRE,21764,23874
2126,GERMINAL CENTRE,21776,23886
2127,GERMINAL CENTRE,21787,23910
2128,GERMINAL CENTRE,21787,23933
2129,GERMINAL CENTRE,21799,23945
2130,GERMINAL CENTRE,21811,23957
2131,GERMINAL CENTRE,21822,23968
2132,GERMINAL CENTRE,21846,23992
2133,GERMINAL CENTRE,21858,23992
2134,GERMINAL CENTRE,21869,24003
2135,GERMINAL CENTRE,21881,24015
2136,GERMINAL CENTRE,21905,24027
2137,GERMINAL CENTRE,21928,24039
2138,GERMINAL CENTRE,21951,24039
2139,GERMINAL CENTRE,21963,24050
2140,GERMINAL CENTRE,21987,24062
2141,GERMINAL CENTRE,22010,24062
2142,GERMINAL CENTRE,22057,24062
2143,GERMINAL CENTRE,22092,24062
2144,GERMINAL CENTRE,22139,24074
2145,GERMINAL CENTRE,22186,24086
2146,GERMINAL CENTRE,22209,24086
2147,GERMINAL CENTRE,22292,24086
2148,GERMINAL CENTRE,22338,24086
2149,GERMINAL CENTRE,22374,24086
2150,GERMINAL CENTRE,22397,24086
2151,GERMINAL CENTRE,22432,24074
2152,GERMINAL CENTRE,22467,24062
2153,GERMINAL CENTRE,22514,24050
2154,GERMINAL CENTRE,22573,24003
2155,GERMINAL CENTRE,22620,23968
2156,GERMINAL CENTRE,22643,23957
2157,GERMINAL CENTRE,22679,23921
2158,GERMINAL CENTRE,22702,23910
2159,GERMINAL CENTRE,22725,23886
2160,GERMINAL CENTRE,22749,23863
2161,GERMINAL CENTRE,22761,23851
2162,GERMINAL CENTRE,22784,23816
2163,GERMINAL CENTRE,22807,23781
2164,GERMINAL CENTRE,22819,23757
2165,GERMINAL CENTRE,22843,23734
2166,GERMINAL CENTRE,22854,23699
2167,GERMINAL CENTRE,22878,23663
2168,GERMINAL CENTRE,22890,23640
2169,GERMINAL CENTRE,22901,23617
2170,GERMINAL CENTRE,22913,23605
2171,GERMINAL CENTRE,22936,23570
2172,GERMINAL CENTRE,22948,23546
2173,GERMINAL CENTRE,22960,23511
2174,GERMINAL CENTRE,22995,23476
2175,GERMINAL CENTRE,23007,23441
2176,GERMINAL CENTRE,23030,23405
2177,GERMINAL CENTRE,23042,23370
2178,GERMINAL CENTRE,23065,23347
2179,GERMINAL CENTRE,23077,23323
2180,GERMINAL CENTRE,23112,23265
2181,GERMINAL CENTRE,23124,23241
2182,GERMINAL CENTRE,23159,23206
2183,GERMINAL CENTRE,23171,23159
2184,GERMINAL CENTRE,23194,23124
2185,GERMINAL CENTRE,23206,23101
2186,GERMINAL CENTRE,23230,23077
2187,GERMINAL CENTRE,23241,23054
2188,GERMINAL CENTRE,23265,23007
2189,GERMINAL CENTRE,23300,22960
2190,GERMINAL CENTRE,23323,22925
2191,GERMINAL CENTRE,23323,22901
2192,GERMINAL CENTRE,23347,22878
2193,GERMINAL CENTRE,23359,22854
2194,GERMINAL CENTRE,23382,22819
2195,GERMINAL CENTRE,23394,22784
2196,GERMINAL CENTRE,23417,22749
2197,GERMINAL CENTRE,23441,22714
2198,GERMINAL CENTRE,23464,22655
2199,GERMINAL CENTRE,23476,22632
2200,GERMINAL CENTRE,23488,22596
2201,GERMINAL CENTRE,23511,22549
2202,GERMINAL CENTRE,23511,22538
2203,GERMINAL CENTRE,23511,22503
2204,GERMINAL CENTRE,23523,22467
2205,GERMINAL CENTRE,23535,22444
2206,GERMINAL CENTRE,23535,22409
2207,GERMINAL CENTRE,23546,22397
2208,GERMINAL CENTRE,23558,22374
2209,GERMINAL CENTRE,23558,22338
2210,GERMINAL CENTRE,23558,22327
2211,GERMINAL CENTRE,23558,22303
2212,GERMINAL CENTRE,23570,22280
2213,GERMINAL CENTRE,23570,22256
2214,GERMINAL CENTRE,23570,22221
2215,GERMINAL CENTRE,23570,22209
2216,GERMINAL CENTRE,23570,22186
2217,GERMINAL CENTRE,23570,22174
2218,GERMINAL CENTRE,23570,22151
2219,GERMINAL CENTRE,23570,22139
2220,GERMINAL CENTRE,23570,22116
2221,GERMINAL CENTRE,23570,22104
2222,GERMINAL CENTRE,23570,22092
2223,GERMINAL CENTRE,23570,22080
2224,GERMINAL CENTRE,23558,22069
2225,GERMINAL CENTRE,23546,22069
2226,GERMINAL CENTRE,23535,22057
2227,GERMINAL CENTRE,23535,22033
2228,GERMINAL CENTRE,23523,22033
2229,GERMINAL CENTRE,23511,22010
2230,GERMINAL CENTRE,23499,21987
2231,GERMINAL CENTRE,23499,21963
2232,GERMINAL CENTRE,23499,21916
2233,GERMINAL CENTRE,23488,21893
2234,GERMINAL CENTRE,23476,21893
2235,GERMINAL CENTRE,23476,21940
2236,GERMINAL CENTRE,26489,20052
2237,GERMINAL CENTRE,26478,20040
2238,GERMINAL CENTRE,26466,20040
2239,GERMINAL CENTRE,26466,20028
2240,GERMINAL CENTRE,26443,20017
2241,GERMINAL CENTRE,26431,20017
2242,GERMINAL CENTRE,26407,20005
2243,GERMINAL CENTRE,26396,20005
2244,GERMINAL CENTRE,26384,19993
2245,GERMINAL CENTRE,26361,19993
2246,GERMINAL CENTRE,26314,19993
2247,GERMINAL CENTRE,26267,19993
2248,GERMINAL CENTRE,26208,19993
2249,GERMINAL CENTRE,26196,19993
2250,GERMINAL CENTRE,26173,19993
2251,GERMINAL CENTRE,26126,19993
2252,GERMINAL CENTRE,26091,19993
2253,GERMINAL CENTRE,26056,19993
2254,GERMINAL CENTRE,26044,19993
2255,GERMINAL CENTRE,26020,20005
2256,GERMINAL CENTRE,25985,20017
2257,GERMINAL CENTRE,25927,20052
2258,GERMINAL CENTRE,25915,20052
2259,GERMINAL CENTRE,25903,20063
2260,GERMINAL CENTRE,25880,20075
2261,GERMINAL CENTRE,25880,20087
2262,GERMINAL CENTRE,25856,20087
2263,GERMINAL CENTRE,25845,20099
2264,GERMINAL CENTRE,25821,20122
2265,GERMINAL CENTRE,25809,20134
2266,GERMINAL CENTRE,25798,20134
2267,GERMINAL CENTRE,25774,20157
2268,GERMINAL CENTRE,25762,20157
2269,GERMINAL CENTRE,25762,20169
2270,GERMINAL CENTRE,25751,20169
2271,GERMINAL CENTRE,25727,20192
2272,GERMINAL CENTRE,25727,20204
2273,GERMINAL CENTRE,25704,20228
2274,GERMINAL CENTRE,25692,20239
2275,GERMINAL CENTRE,25692,20251
2276,GERMINAL CENTRE,25669,20275
2277,GERMINAL CENTRE,25657,20298
2278,GERMINAL CENTRE,25645,20310
2279,GERMINAL CENTRE,25633,20321
2280,GERMINAL CENTRE,25622,20357
2281,GERMINAL CENTRE,25622,20368
2282,GERMINAL CENTRE,25622,20380
2283,GERMINAL CENTRE,25598,20427
2284,GERMINAL CENTRE,25598,20439
2285,GERMINAL CENTRE,25587,20450
2286,GERMINAL CENTRE,25587,20474
2287,GERMINAL CENTRE,25575,20497
2288,GERMINAL CENTRE,25575,20509
2289,GERMINAL CENTRE,25575,20544
2290,GERMINAL CENTRE,25575,20568
2291,GERMINAL CENTRE,25575,20591
2292,GERMINAL CENTRE,25575,20626
2293,GERMINAL CENTRE,25563,20662
2294,GERMINAL CENTRE,25563,20708
2295,GERMINAL CENTRE,25563,20732
2296,GERMINAL CENTRE,25563,20767
2297,GERMINAL CENTRE,25563,20814
2298,GERMINAL CENTRE,25563,20849
2299,GERMINAL CENTRE,25563,20884
2300,GERMINAL CENTRE,25551,20919
2301,GERMINAL CENTRE,25551,20955
2302,GERMINAL CENTRE,25551,21002
2303,GERMINAL CENTRE,25551,21048
2304,GERMINAL CENTRE,25551,21084
2305,GERMINAL CENTRE,25551,21095
2306,GERMINAL CENTRE,25551,21119
2307,GERMINAL CENTRE,25551,21131
2308,GERMINAL CENTRE,25551,21142
2309,GERMINAL CENTRE,25551,21166
2310,GERMINAL CENTRE,25563,21189
2311,GERMINAL CENTRE,25563,21201
2312,GERMINAL CENTRE,25575,21213
2313,GERMINAL CENTRE,25575,21224
2314,GERMINAL CENTRE,25598,21248
2315,GERMINAL CENTRE,25598,21271
2316,GERMINAL CENTRE,25622,21283
2317,GERMINAL CENTRE,25622,21295
2318,GERMINAL CENTRE,25633,21306
2319,GERMINAL CENTRE,25645,21330
2320,GERMINAL CENTRE,25657,21342
2321,GERMINAL CENTRE,25669,21365
2322,GERMINAL CENTRE,25680,21389
2323,GERMINAL CENTRE,25704,21424
2324,GERMINAL CENTRE,25727,21447
2325,GERMINAL CENTRE,25739,21459
2326,GERMINAL CENTRE,25751,21482
2327,GERMINAL CENTRE,25762,21506
2328,GERMINAL CENTRE,25774,21518
2329,GERMINAL CENTRE,25786,21529
2330,GERMINAL CENTRE,25798,21541
2331,GERMINAL CENTRE,25809,21553
2332,GERMINAL CENTRE,25833,21588
2333,GERMINAL CENTRE,25856,21600
2334,GERMINAL CENTRE,25868,21611
2335,GERMINAL CENTRE,25891,21623
2336,GERMINAL CENTRE,25903,21623
2337,GERMINAL CENTRE,25950,21635
2338,GERMINAL CENTRE,25985,21647
2339,GERMINAL CENTRE,25997,21647
2340,GERMINAL CENTRE,26032,21647
2341,GERMINAL CENTRE,26067,21647
2342,GERMINAL CENTRE,26091,21647
2343,GERMINAL CENTRE,26103,21647
2344,GERMINAL CENTRE,26149,21647
2345,GERMINAL CENTRE,26173,21647
2346,GERMINAL CENTRE,26196,21635
2347,GERMINAL CENTRE,26220,21623
2348,GERMINAL CENTRE,26232,21623
2349,GERMINAL CENTRE,26243,21623
2350,GERMINAL CENTRE,26255,21611
2351,GERMINAL CENTRE,26314,21588
2352,GERMINAL CENTRE,26337,21576
2353,GERMINAL CENTRE,26361,21553
2354,GERMINAL CENTRE,26372,21541
2355,GERMINAL CENTRE,26407,21518
2356,GERMINAL CENTRE,26419,21506
2357,GERMINAL CENTRE,26454,21471
2358,GERMINAL CENTRE,26466,21459
2359,GERMINAL CENTRE,26489,21447
2360,GERMINAL CENTRE,26501,21424
2361,GERMINAL CENTRE,26513,21400
2362,GERMINAL CENTRE,26525,21389
2363,GERMINAL CENTRE,26548,21353
2364,GERMINAL CENTRE,26560,21342
2365,GERMINAL CENTRE,26560,21306
2366,GERMINAL CENTRE,26583,21283
2367,GERMINAL CENTRE,26595,21260
2368,GERMINAL CENTRE,26595,21224
2369,GERMINAL CENTRE,26618,21177
2370,GERMINAL CENTRE,26630,21154
2371,GERMINAL CENTRE,26630,21119
2372,GERMINAL CENTRE,26642,21084
2373,GERMINAL CENTRE,26654,21048
2374,GERMINAL CENTRE,26665,21025
2375,GERMINAL CENTRE,26665,21002
2376,GERMINAL CENTRE,26665,20966
2377,GERMINAL CENTRE,26665,20955
2378,GERMINAL CENTRE,26665,20919
2379,GERMINAL CENTRE,26677,20884
2380,GERMINAL CENTRE,26677,20849
2381,GERMINAL CENTRE,26677,20837
2382,GERMINAL CENTRE,26677,20814
2383,GERMINAL CENTRE,26677,20779
2384,GERMINAL CENTRE,26677,20744
2385,GERMINAL CENTRE,26677,20708
2386,GERMINAL CENTRE,26677,20685
2387,GERMINAL CENTRE,26677,20673
2388,GERMINAL CENTRE,26677,20638
2389,GERMINAL CENTRE,26677,20626
2390,GERMINAL CENTRE,26677,20579
2391,GERMINAL CENTRE,26677,20533
2392,GERMINAL CENTRE,26665,20509
2393,GERMINAL CENTRE,26654,20450
2394,GERMINAL CENTRE,26654,20392
2395,GERMINAL CENTRE,26642,20345
2396,GERMINAL CENTRE,26618,20310
2397,GERMINAL CENTRE,26618,20286
2398,GERMINAL CENTRE,26618,20275
2399,GERMINAL CENTRE,26607,20251
2400,GERMINAL CENTRE,26607,20239
2401,GERMINAL CENTRE,26595,20239
2402,GERMINAL CENTRE,26595,20228
2403,GERMINAL CENTRE,26583,20204
2404,GERMINAL CENTRE,26572,20192
2405,GERMINAL CENTRE,26560,20169
2406,GERMINAL CENTRE,26548,20157
2407,GERMINAL CENTRE,26536,20157
2408,GERMINAL CENTRE,26536,20146
2409,GERMINAL CENTRE,26513,20134
2410,GERMINAL CENTRE,26513,20122
2411,GERMINAL CENTRE,26501,20122
2412,GERMINAL CENTRE,26501,20110
2413,GERMINAL CENTRE,26478,20110
2414,GERMINAL CENTRE,26489,20052
